id_catégorie_cible1
46
43
46
6
1
46
49
87
46
7
21
22

21
3
3
21
46
46
43
77
11
1
108
4
46
4
8
46
46
46
45
45
34
4
4
4
3
80
3
46
46
4
46
4
46
46
22
4
37
1
44
46




44
43
42
43
69
46
46
100
49

103
76
7
7
7
11
34


46
11
100
58
22
79
21
7
3
43
45
7
22

3
3
4
25
44
22

43
3
100
45
21
77
4
62
86

43
53
43
53
42
100
53
15
15

22
3
3
21
3
2
53
6
73
3
100
75
86
46
19
4
6
18
82
46
73

80
100
99
5
3
3
3
14
4
46
22
74
74
53
5
23
11
46
46
14
46
7
53
90
50
53
21
45

8
7
7
101
47
5
88
86
8
7
21
3
82
46
7
7
7
7
7
7
7
7
7
7
7
7
7
7

73
73
20
86
100
46
21
21
3
107
74
3
7
22
5
18
5
7
7
7
7
7
100

73
3

21
100
77

46
46
49

21
15
21
22
21
15
15
49
15
7
77
73
3
46
53
89
49
88
49
85
46
11
79
43
44
108
46
8
46
77
46
82
14
100
53
43

3
3
3
21
7
21
86
3



45
46
18
43
95
1
79
79
79
79
79
79
79
79
79
79
79
79
79
79
79
79
79
76
53
79
1
43
76

7
7
7
95

7
7
100
104

7
49
46
46
5
5
4
61
46
43
74
86
54
15
74

107
21
3
21
100
7
7
46

99
46
18
21
18
107

54
49
45
21
21
82
57
79
107
7

76
18
7
46
21
46
45

7
107
108
108
7
5
15
15
3
21
86
86
103
103
107
21
46
21
21
15
15
21
14
14
14
74
75
104
79
22
46
81
107
107
100
5
3
11
79
10
75
80
89
79
2

21

90
90
7
49

46
45
21
46
46
46
2
85
53
21
75
103
101
5
79
79
14
21
107
46
49
8
79
53
100
107
52
53
90
90
90
90
46
43
107
4
107
46
2
21
21
21
21
43
96
11
8
2
3
4
4
4
3
103
103
78
103

22
2

86
74
76
107
107
107
107
107
76
46
73
74
49
43
11
95
22
3
107
81
107
101
76
99
90
90
22

43
3

68
99
107
100
14
14
74
107
75
7
21
21
3
52
21
82
100
15
46
53
73
21
46
21
21
45
87
43
74
53

21

3
46
75
100
2
76
76
76
76
76
76
76
76
76
53
46
14
21
7
102
1
11
100
100
43
80
100
79

12
21
7
3
18
18
53
5
7
53
79
103
75

14
22
22
46
40
6
74
99
100
100
100
100
100
100
100
3
46
46
74
21
21
100
11
49
22
21
75
53
79
79
79
79
49
21
46
46
7
7
86
21
3
21
44
107
107
107
107
107
79
21
49
86
100
49
107
47
90
107
18
103
103
103
103
7
3
46
46
7
22
92
73
5
49
22
53
21
3
3
3
3
5
86
3
53
27
21
99
107
100
104
76
79
79
100

52
3
100
21
21
46
82
11
23
7
57
23
49
81
100
79
7
46
22
73
73
73
73

3
107
100
100
100
21
100
49
103
79
79
79
21
21
6
21
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
75


7
7
86
7
5
107
3
80
4
7
99
22
15
44
21
21
3
21
14
71
71
71
71
71
71
22







49
4
46
107
107
14

101
101
100
107
53
80
4
3
3
7
75
76
5
7
7
52
21
103
7
15
85
