id;province;ville;latitude;longitude;résumé;entreprise1;cible1;entreprise2;cible2;entreprise3;cible3;groupe_terroriste1;branche_terroriste1;groupe_terroriste2;branche_terroriste2;groupe_terroriste3;branche_terroriste3;motivation;nombre_terroriste;nombre_terroriste_capturé;détail_arme;nombre_tué;nombre_tué_américain;nombre_tué_terroriste;nombre_blessé;nombre_blessé_américain;nombre_blessé_terroriste;valeur_des_biens_endommagés;commentaire;nombre_enfant_otage;nombre_enfant_tué;ranéon_demandée;ranson_payée;note_ranson;nombre_otage_relaché
197001000002;Attica;Athens;37.983773;23.728157;unspecified;unspecified;U.S. Embassy;unspecified;unspecified;unspecified;unspecified;Unknown;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;0;0;Explosive;0;0;0;0;0;0;0;unspecified;0;0;0;0;unspecified;0
